age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
,,181307.0,Some-college,,,Sales,Husband,White,Male,,0.0,60.0,United-States,1.0
21.0,Private,,Some-college,,Never-married,Adm-clerical,Own-child,,Female,0.0,0.0,,,0.0
,,200450.0,,9.0,,Handlers-cleaners,Husband,,,0.0,,48.0,United-States,0.0
61.0,,176731.0,HS-grad,,,,Husband,White,Male,,0.0,40.0,United-States,0.0
,,140985.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,,Female,99999.0,,30.0,,
76.0,Private,,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,,United-States,0.0
,,,,10.0,Never-married,Handlers-cleaners,Not-in-family,,Male,,0.0,,,
31.0,,111423.0,Bachelors,,,Craft-repair,Not-in-family,White,,0.0,,55.0,,0.0
43.0,Private,130126.0,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,,Male,,,,United-States,1.0
58.0,Federal-gov,,,10.0,Widowed,,,,,,0.0,40.0,United-States,0.0
19.0,Private,272800.0,12th,,Never-married,,Own-child,,Female,0.0,0.0,25.0,United-States,0.0
44.0,Private,,Some-college,10.0,Divorced,Exec-managerial,,White,,,0.0,45.0,United-States,0.0
41.0,,170924.0,Some-college,,Never-married,Prof-specialty,Other-relative,White,,0.0,,,United-States,
21.0,Private,131473.0,,10.0,,Sales,Own-child,,Male,0.0,0.0,20.0,Vietnam,0.0
40.0,Private,149466.0,,9.0,Divorced,Handlers-cleaners,,,,0.0,,35.0,,0.0
25.0,,,Some-college,10.0,Never-married,,Own-child,White,,0.0,,30.0,,
62.0,,167889.0,Doctorate,16.0,Widowed,Prof-specialty,,White,Female,,0.0,,,
,,177989.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.0
,Private,186035.0,Assoc-voc,11.0,Never-married,Tech-support,,,Male,,0.0,40.0,,0.0
19.0,,195805.0,HS-grad,9.0,Never-married,Sales,Own-child,,Female,0.0,,,United-States,0.0
60.0,Private,54800.0,HS-grad,9.0,,Other-service,Wife,,Female,,0.0,40.0,United-States,0.0
20.0,,100605.0,HS-grad,9.0,Never-married,Sales,,Other,Male,0.0,,40.0,,0.0
,Private,253190.0,Assoc-acdm,12.0,,,Husband,White,Male,0.0,,,United-States,
18.0,,203301.0,HS-grad,,Never-married,Adm-clerical,,White,,0.0,0.0,,United-States,
40.0,,175696.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,,United-States,1.0
19.0,Private,278304.0,Some-college,10.0,Never-married,,Own-child,,Female,,0.0,15.0,United-States,0.0
51.0,,,HS-grad,9.0,Divorced,,Not-in-family,,Female,,0.0,40.0,United-States,
41.0,Local-gov,,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,,,,,,United-States,0.0
18.0,Private,,,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,,United-States,0.0
41.0,Private,210844.0,Some-college,,Married-spouse-absent,Sales,Unmarried,,Female,0.0,,40.0,United-States,0.0
27.0,Private,147340.0,Some-college,,,Exec-managerial,Own-child,,,,0.0,40.0,United-States,0.0
71.0,,130436.0,,2.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,28.0,United-States,
,,,12th,8.0,Married-civ-spouse,,Husband,White,,0.0,0.0,40.0,El-Salvador,
,Private,284680.0,HS-grad,9.0,,Other-service,Not-in-family,White,Female,,0.0,20.0,,
45.0,,,,10.0,Married-civ-spouse,,,,Male,0.0,0.0,40.0,United-States,0.0
25.0,Private,213412.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,,Male,,,40.0,,1.0
,Private,287927.0,HS-grad,9.0,,,Wife,White,Female,0.0,0.0,16.0,United-States,0.0
44.0,Private,249332.0,,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,,Ecuador,0.0
44.0,Local-gov,290403.0,Assoc-voc,11.0,Divorced,Protective-serv,,White,Female,0.0,0.0,40.0,,0.0
49.0,,54772.0,HS-grad,,Married-civ-spouse,Craft-repair,,White,Male,3103.0,0.0,,United-States,1.0
44.0,Self-emp-inc,56651.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,,,7688.0,0.0,45.0,,
42.0,Federal-gov,,,9.0,,Adm-clerical,,White,,0.0,0.0,40.0,,0.0
,Private,62865.0,,9.0,Never-married,Priv-house-serv,Not-in-family,,Female,0.0,0.0,45.0,United-States,0.0
66.0,Private,107196.0,HS-grad,9.0,Widowed,Tech-support,Not-in-family,White,Female,0.0,0.0,,United-States,0.0
19.0,Private,86860.0,Some-college,10.0,,,Own-child,White,,0.0,,15.0,United-States,0.0
60.0,Private,130684.0,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,,55.0,United-States,
46.0,Private,164682.0,Assoc-voc,11.0,Separated,Prof-specialty,Not-in-family,White,,0.0,0.0,40.0,,0.0
42.0,Private,,,11.0,Divorced,,Not-in-family,White,Male,,0.0,,United-States,0.0
,Private,261816.0,,10.0,Divorced,,Not-in-family,White,Female,0.0,0.0,,,
,,280309.0,,12.0,,Exec-managerial,,White,Male,5178.0,0.0,,United-States,1.0
47.0,Private,,HS-grad,9.0,,,Unmarried,White,,0.0,,40.0,United-States,
58.0,Private,95835.0,,,,Tech-support,,,Male,,0.0,36.0,United-States,
,Private,136306.0,11th,,Never-married,Farming-fishing,Own-child,White,,0.0,0.0,24.0,United-States,0.0
28.0,,,Some-college,,Married-civ-spouse,Tech-support,Husband,White,,,0.0,70.0,United-States,0.0
,Private,25864.0,HS-grad,,,Prof-specialty,Unmarried,,,,,,United-States,
30.0,Private,149531.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,0.0,50.0,,
36.0,Private,33887.0,,10.0,Divorced,,Not-in-family,White,,0.0,0.0,40.0,United-States,0.0
45.0,Private,172822.0,11th,7.0,Divorced,,Not-in-family,White,Male,0.0,,,United-States,1.0
59.0,Private,,,,,Other-service,Wife,White,,0.0,0.0,99.0,United-States,0.0
45.0,Private,131826.0,Some-college,,,,Husband,White,Male,,0.0,40.0,United-States,0.0
,Local-gov,216691.0,Doctorate,16.0,Divorced,,Not-in-family,White,Female,10520.0,,40.0,United-States,1.0
,Private,,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,,,,0.0
26.0,Private,164737.0,Some-college,10.0,,Sales,,White,Female,,0.0,,United-States,0.0
53.0,Local-gov,,,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,,United-States,0.0
44.0,State-gov,59460.0,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,0.0,0.0,15.0,United-States,0.0
27.0,Private,,Bachelors,,,Craft-repair,,White,Male,,,,United-States,0.0
,,138513.0,,10.0,Never-married,Craft-repair,Own-child,White,,0.0,0.0,40.0,,0.0
,Private,,HS-grad,9.0,Divorced,Transport-moving,,White,,0.0,0.0,,,
53.0,Private,,HS-grad,9.0,,Machine-op-inspct,,White,Male,0.0,0.0,40.0,United-States,
58.0,Private,114495.0,HS-grad,,,Exec-managerial,Husband,,Male,0.0,,,,0.0
32.0,Private,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,,White,Male,0.0,,,United-States,
32.0,,440129.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,,White,Male,0.0,0.0,38.0,Mexico,
47.0,Private,98012.0,,14.0,,Prof-specialty,Wife,White,,,,,United-States,1.0
27.0,Private,145284.0,,9.0,Married-civ-spouse,,,,Male,0.0,,,United-States,0.0
25.0,Private,,Some-college,,,Handlers-cleaners,Not-in-family,,Male,,0.0,40.0,,0.0
40.0,Private,141537.0,,,,Machine-op-inspct,,,Female,0.0,,40.0,,0.0
36.0,Self-emp-not-inc,48093.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,92.0,United-States,
,Local-gov,314819.0,,9.0,Never-married,,,White,Male,0.0,0.0,,United-States,
44.0,Private,123572.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,0.0
,Private,,,9.0,Never-married,,,,Male,0.0,0.0,,United-States,0.0
42.0,Private,,,13.0,Never-married,Sales,,White,Male,0.0,0.0,,United-States,
60.0,Self-emp-not-inc,,,,Married-civ-spouse,Farming-fishing,Husband,,Male,0.0,0.0,,,0.0
41.0,Private,,HS-grad,,,Sales,Husband,,,0.0,1848.0,45.0,United-States,1.0
45.0,,,HS-grad,9.0,,Transport-moving,Unmarried,,Female,0.0,0.0,,,0.0
,State-gov,,Masters,,,Prof-specialty,Not-in-family,,,0.0,0.0,40.0,United-States,0.0
28.0,Private,115945.0,Doctorate,16.0,Never-married,Adm-clerical,Own-child,,Male,,,18.0,United-States,0.0
83.0,Self-emp-inc,272248.0,,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0.0
17.0,,167878.0,11th,7.0,Never-married,Other-service,Own-child,,,0.0,,,,0.0
,Private,,Assoc-voc,,,,Not-in-family,White,,0.0,0.0,40.0,,0.0
,,31095.0,,,Never-married,Farming-fishing,Not-in-family,White,,0.0,0.0,60.0,United-States,0.0
40.0,,,,10.0,Never-married,,Not-in-family,White,Female,,0.0,40.0,,0.0
,Private,207415.0,Assoc-acdm,,,Sales,,White,Female,,0.0,25.0,United-States,
,,,11th,,Married-civ-spouse,,Husband,Black,Male,,0.0,,United-States,0.0
51.0,Private,,,,Married-civ-spouse,,,White,Male,0.0,0.0,,,0.0
28.0,,107411.0,HS-grad,9.0,,,,White,,0.0,0.0,45.0,United-States,0.0
,Private,290640.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,,Male,0.0,0.0,50.0,Germany,
29.0,Private,106179.0,,13.0,Never-married,Adm-clerical,Not-in-family,White,,,0.0,,Canada,
19.0,,247679.0,HS-grad,,Never-married,Craft-repair,Not-in-family,White,,0.0,0.0,45.0,United-States,
,Private,171598.0,,,,Sales,Not-in-family,White,,,0.0,50.0,United-States,0.0
,Private,234460.0,,4.0,Never-married,Machine-op-inspct,Own-child,Black,Female,,,40.0,,0.0
66.0,Private,,Bachelors,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,15.0,United-States,1.0
27.0,Private,182540.0,,7.0,Never-married,,Not-in-family,White,Male,,0.0,40.0,,0.0
35.0,Private,,HS-grad,9.0,Married-civ-spouse,,Husband,Black,Male,0.0,,40.0,,0.0
17.0,,,12th,,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,United-States,0.0
27.0,Private,130438.0,HS-grad,9.0,Never-married,,Not-in-family,White,Male,0.0,0.0,,,0.0
27.0,Private,213421.0,Prof-school,15.0,,Prof-specialty,Not-in-family,,,0.0,0.0,50.0,,0.0
44.0,Local-gov,189956.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Wife,Black,Female,15024.0,0.0,,United-States,
64.0,,133144.0,HS-grad,9.0,,Transport-moving,Husband,White,Male,,0.0,16.0,United-States,0.0
,Self-emp-inc,,HS-grad,,Widowed,Sales,Not-in-family,White,Female,0.0,,,United-States,0.0
26.0,Private,276967.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,,40.0,United-States,0.0
40.0,,184857.0,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,,Male,0.0,0.0,,United-States,0.0
40.0,Private,145160.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,White,,,0.0,40.0,United-States,1.0
35.0,,,HS-grad,9.0,Divorced,,,White,Female,0.0,0.0,40.0,United-States,0.0
25.0,Private,,Bachelors,,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,,0.0,40.0,Taiwan,0.0
52.0,Local-gov,255927.0,,10.0,Widowed,Adm-clerical,Not-in-family,White,Female,,0.0,24.0,United-States,0.0
46.0,,,Some-college,10.0,,,,,Female,0.0,0.0,,,1.0
30.0,Private,,HS-grad,9.0,Married-civ-spouse,,,Amer-Indian-Eskimo,Male,0.0,0.0,,United-States,
,Private,110563.0,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,40.0,United-States,
28.0,,,,9.0,,Transport-moving,,Other,Male,0.0,0.0,40.0,,0.0
,Private,183066.0,10th,,Never-married,Other-service,Own-child,,Female,0.0,,,,0.0
46.0,,298786.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,,0.0,0.0,,United-States,0.0
45.0,Private,297884.0,Bachelors,13.0,Divorced,Exec-managerial,,,Male,0.0,,40.0,United-States,
21.0,Private,253612.0,Some-college,10.0,,,,White,,,0.0,32.0,United-States,0.0
18.0,,207438.0,,9.0,Married-civ-spouse,Other-service,,White,,0.0,0.0,40.0,United-States,
17.0,,,11th,7.0,,Other-service,Own-child,,,0.0,,15.0,,
90.0,Private,139660.0,Some-college,10.0,Divorced,,Unmarried,Black,Female,0.0,,,United-States,0.0
,,,,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,,United-States,0.0
41.0,Private,120277.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,,Male,,,,United-States,1.0
19.0,Self-emp-not-inc,67929.0,Some-college,10.0,,Farming-fishing,,,,0.0,0.0,50.0,United-States,0.0
69.0,,229418.0,HS-grad,9.0,,Transport-moving,Husband,,Male,,,,United-States,
23.0,Federal-gov,41356.0,,12.0,Never-married,Exec-managerial,Unmarried,,,0.0,0.0,32.0,United-States,0.0
28.0,Private,185127.0,,10.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,,,United-States,0.0
37.0,,109133.0,,12.0,,Sales,Husband,White,,,1977.0,,United-States,
57.0,Private,,HS-grad,,Married-civ-spouse,,Husband,White,Male,,0.0,,United-States,0.0
30.0,Local-gov,,Some-college,10.0,,Protective-serv,,Black,Male,0.0,,40.0,United-States,0.0
48.0,,210424.0,,9.0,,Adm-clerical,Unmarried,White,Female,,0.0,40.0,,0.0
,,,HS-grad,9.0,Widowed,Other-service,Other-relative,,Female,0.0,,32.0,,0.0
25.0,Private,,5th-6th,3.0,Never-married,Machine-op-inspct,Other-relative,,,0.0,,40.0,,
,Private,100882.0,Masters,,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,,,United-States,1.0
36.0,Private,124818.0,HS-grad,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,,,,,
28.0,Private,,HS-grad,9.0,,,Husband,,,,,,United-States,0.0
,Private,71367.0,HS-grad,9.0,,,Unmarried,White,Female,0.0,0.0,,,0.0
31.0,Private,,Some-college,,Never-married,Other-service,Unmarried,Black,,0.0,0.0,,United-States,0.0
40.0,,390781.0,HS-grad,9.0,Divorced,,,,Female,0.0,,48.0,United-States,0.0
,,,,10.0,Never-married,,Own-child,White,Female,0.0,0.0,,,0.0
26.0,Private,213081.0,HS-grad,9.0,Never-married,,Unmarried,Black,Female,0.0,0.0,40.0,,
27.0,Self-emp-inc,,Some-college,10.0,,Sales,,White,,0.0,0.0,,,0.0
,,225106.0,10th,6.0,Never-married,Other-service,Own-child,,Female,0.0,1602.0,18.0,,0.0
,Private,,Some-college,10.0,Never-married,Craft-repair,,White,,,,,,0.0
18.0,,,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,,30.0,United-States,0.0
20.0,Private,158206.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,,0.0,0.0,30.0,,0.0
,State-gov,,,10.0,Never-married,Other-service,,White,Female,,0.0,40.0,,0.0
,,134756.0,HS-grad,9.0,Never-married,,Not-in-family,Black,Female,,0.0,40.0,United-States,0.0
,Private,,Some-college,10.0,,Other-service,Unmarried,,,0.0,0.0,,United-States,0.0
46.0,,192793.0,,10.0,Divorced,,,White,Male,0.0,0.0,,United-States,0.0
53.0,,,Some-college,10.0,Widowed,Exec-managerial,Unmarried,White,Female,,0.0,,United-States,
,Private,237868.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,,,1.0
23.0,Private,,11th,7.0,,,,White,,0.0,0.0,50.0,United-States,0.0
,Private,126701.0,Bachelors,13.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,40.0,United-States,1.0
54.0,Self-emp-inc,172175.0,Some-college,,Married-civ-spouse,Transport-moving,Husband,White,,,0.0,40.0,United-States,
,Private,,Some-college,10.0,Divorced,Exec-managerial,,White,,,0.0,,United-States,
53.0,,608184.0,HS-grad,9.0,,,Husband,Black,,0.0,,,United-States,1.0
50.0,,425804.0,,,Divorced,Exec-managerial,,,Female,0.0,,40.0,,
40.0,Self-emp-inc,,,13.0,,Craft-repair,Husband,White,Male,0.0,0.0,,,0.0
36.0,State-gov,,Masters,14.0,,Prof-specialty,Not-in-family,White,,,0.0,,United-States,0.0
,Self-emp-not-inc,,Assoc-acdm,12.0,,Sales,,White,,0.0,0.0,,United-States,0.0
29.0,Private,54932.0,,9.0,,,Husband,White,,0.0,0.0,40.0,United-States,
29.0,,,Bachelors,,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,,,0.0
22.0,,268145.0,,13.0,,Sales,Not-in-family,,Female,,,40.0,,
56.0,Private,104842.0,Bachelors,,Divorced,,Unmarried,,Female,0.0,0.0,50.0,Haiti,
60.0,Local-gov,227332.0,,,,Exec-managerial,Husband,,Male,0.0,,40.0,United-States,1.0
37.0,Private,212512.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,,0.0,,,0.0
53.0,Private,133436.0,7th-8th,,,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.0
,State-gov,309055.0,Some-college,10.0,Never-married,,,White,,,0.0,20.0,United-States,0.0
,Private,,HS-grad,9.0,Never-married,Priv-house-serv,,White,,,0.0,10.0,United-States,0.0
36.0,Private,32709.0,Some-college,10.0,,,Not-in-family,White,Female,,,,,0.0
67.0,Self-emp-inc,73559.0,HS-grad,9.0,,Exec-managerial,,,Male,9386.0,,50.0,United-States,1.0
,Private,,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,60.0,,0.0
,Private,169121.0,Bachelors,,Married-civ-spouse,,,White,Male,0.0,0.0,,United-States,1.0
18.0,,,11th,7.0,Never-married,Adm-clerical,,,Female,0.0,,,,0.0
45.0,Local-gov,144940.0,Masters,14.0,Divorced,,Unmarried,,Female,,0.0,40.0,United-States,0.0
,,,,7.0,Married-civ-spouse,Sales,,White,,,,,United-States,
26.0,Private,335998.0,HS-grad,,,Sales,Not-in-family,White,,,0.0,38.0,United-States,
53.0,,29557.0,,10.0,Divorced,,Not-in-family,White,Female,,0.0,40.0,United-States,0.0
27.0,Private,210313.0,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,,0.0,28.0,Guatemala,0.0
32.0,Private,190784.0,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,,United-States,
49.0,Self-emp-not-inc,,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,,,30.0,United-States,1.0
59.0,Private,97168.0,10th,,,Craft-repair,Husband,White,Male,0.0,,40.0,United-States,1.0
44.0,Private,,,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,55.0,,1.0
61.0,,181033.0,,9.0,Married-civ-spouse,Farming-fishing,Husband,,,0.0,0.0,60.0,United-States,
,State-gov,,HS-grad,9.0,Separated,Adm-clerical,,White,Female,,,,United-States,0.0
,Private,,HS-grad,9.0,Never-married,Adm-clerical,,,Male,0.0,0.0,40.0,,
29.0,Private,118230.0,HS-grad,,Never-married,,Not-in-family,,Female,0.0,0.0,35.0,United-States,0.0
48.0,Private,149640.0,,14.0,,Exec-managerial,,White,Male,0.0,0.0,40.0,United-States,0.0
,Private,,Some-college,,Divorced,Exec-managerial,Unmarried,White,Female,,,30.0,United-States,
21.0,Private,,HS-grad,,Never-married,Handlers-cleaners,Own-child,White,,0.0,,35.0,United-States,0.0
50.0,Self-emp-not-inc,341797.0,,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,
44.0,Local-gov,145246.0,,14.0,,,Husband,White,Male,0.0,0.0,44.0,United-States,
,Private,,HS-grad,9.0,Separated,Adm-clerical,,,,0.0,0.0,40.0,United-States,
,Private,373469.0,,9.0,,,Husband,,Male,0.0,,40.0,United-States,
,Private,199172.0,Bachelors,,Never-married,Protective-serv,Own-child,,Female,0.0,,40.0,,
70.0,Self-emp-not-inc,177199.0,HS-grad,,,,,White,Male,0.0,0.0,3.0,,0.0
33.0,,258932.0,HS-grad,,Divorced,,Not-in-family,White,Female,,0.0,40.0,United-States,
65.0,Self-emp-not-inc,,HS-grad,,Married-civ-spouse,Farming-fishing,Husband,White,Male,10605.0,0.0,60.0,United-States,1.0
,Private,116677.0,HS-grad,9.0,,,,White,Male,,0.0,40.0,United-States,0.0
,Private,59496.0,Some-college,,,,,,,,,,United-States,0.0
43.0,Self-emp-inc,,,10.0,Married-civ-spouse,Exec-managerial,,,,,0.0,40.0,United-States,0.0
31.0,,200246.0,9th,5.0,Never-married,Other-service,Own-child,White,,0.0,,,United-States,
,Federal-gov,,Bachelors,,,,Not-in-family,Black,Female,0.0,,,United-States,0.0
,Local-gov,239161.0,Some-college,10.0,Separated,,Own-child,,Male,,0.0,,United-States,0.0
49.0,Self-emp-not-inc,173411.0,HS-grad,9.0,,Sales,Not-in-family,White,Male,0.0,0.0,40.0,,0.0
29.0,,259226.0,11th,,Never-married,Machine-op-inspct,Own-child,White,Male,,,48.0,,0.0
35.0,,195516.0,HS-grad,9.0,Divorced,,,,Male,0.0,0.0,40.0,United-States,0.0
37.0,,200598.0,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,,Male,0.0,1740.0,,United-States,0.0
,State-gov,160369.0,,,Married-civ-spouse,,Husband,,Male,,0.0,,United-States,
,,147253.0,,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0
,Local-gov,199674.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0
29.0,State-gov,198493.0,Assoc-voc,11.0,,Protective-serv,Husband,White,Male,,,40.0,,1.0
23.0,,377121.0,,10.0,,Other-service,,,Female,0.0,0.0,,,0.0
,Private,513660.0,Bachelors,13.0,,Prof-specialty,Not-in-family,White,,0.0,0.0,,United-States,0.0
38.0,Private,82552.0,HS-grad,9.0,,Handlers-cleaners,,White,,594.0,0.0,50.0,,
23.0,Private,,,9.0,Never-married,,Unmarried,,Female,0.0,0.0,48.0,United-States,0.0
39.0,Self-emp-not-inc,315640.0,,,Never-married,Sales,Own-child,,,,,60.0,Iran,0.0
,Private,266860.0,Masters,14.0,Married-civ-spouse,,Husband,White,,15024.0,0.0,50.0,,1.0
68.0,,192829.0,,,Divorced,Exec-managerial,Not-in-family,White,Female,,0.0,43.0,,0.0
,Federal-gov,237317.0,Assoc-voc,,Divorced,,Unmarried,White,Male,4934.0,0.0,40.0,United-States,
,Private,327606.0,12th,,Separated,,Not-in-family,Black,Male,0.0,,,United-States,0.0
48.0,,,,9.0,,Craft-repair,,White,Male,0.0,,40.0,United-States,0.0
,Private,,HS-grad,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,,United-States,0.0
48.0,Private,155659.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,,White,,0.0,0.0,40.0,United-States,0.0
23.0,Local-gov,,Some-college,10.0,,,,White,,0.0,0.0,20.0,United-States,
,Private,381618.0,9th,5.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,,United-States,0.0
55.0,Self-emp-inc,,Bachelors,,,Exec-managerial,Husband,White,Male,0.0,2415.0,50.0,,1.0
,State-gov,226789.0,,14.0,Married-civ-spouse,Prof-specialty,,,Male,0.0,0.0,75.0,United-States,
52.0,Private,210736.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,,United-States,
,,111163.0,HS-grad,,Separated,,Unmarried,White,Female,,0.0,38.0,United-States,0.0
18.0,Private,,,,Never-married,Other-service,Own-child,,Female,0.0,0.0,30.0,United-States,
62.0,,136787.0,,9.0,Divorced,,Other-relative,,,,0.0,40.0,United-States,0.0
22.0,Private,29810.0,Some-college,,Never-married,,Own-child,White,Female,0.0,0.0,30.0,United-States,
40.0,Private,360884.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298.0,0.0,40.0,United-States,1.0
26.0,Private,266022.0,,,,Sales,,White,Male,0.0,0.0,50.0,United-States,0.0
35.0,,,Assoc-acdm,12.0,Married-spouse-absent,Sales,Own-child,,Female,0.0,0.0,36.0,United-States,0.0
,Self-emp-not-inc,72338.0,HS-grad,,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,,0.0
,,424478.0,Some-college,10.0,Married-civ-spouse,,Husband,Black,Male,,0.0,,United-States,
59.0,,189721.0,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0,Italy,
,Private,34180.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,Male,0.0,0.0,40.0,United-States,0.0
38.0,Private,,Some-college,10.0,,Craft-repair,,,Male,0.0,0.0,43.0,,0.0
23.0,Private,259109.0,,,Married-civ-spouse,,,,Female,,,40.0,Puerto-Rico,0.0
67.0,,148690.0,Masters,14.0,,Prof-specialty,Not-in-family,,Male,18481.0,,,United-States,1.0
,Private,125019.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,,8614.0,0.0,48.0,United-States,
39.0,,172538.0,Bachelors,13.0,,Prof-specialty,Husband,White,,,0.0,,United-States,1.0
32.0,,,HS-grad,9.0,,,Husband,White,,0.0,1887.0,,,1.0
26.0,Private,,Bachelors,,Never-married,Prof-specialty,Not-in-family,White,,0.0,0.0,,,0.0
39.0,,,,,,Tech-support,Unmarried,White,Female,0.0,0.0,50.0,,0.0
,Private,232782.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,,Female,0.0,,40.0,,0.0
,Private,174645.0,11th,7.0,,,,White,,,0.0,52.0,United-States,
,Private,164693.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,,Male,,0.0,50.0,,0.0
,Private,,Some-college,10.0,Never-married,,,White,Male,,,25.0,,0.0
32.0,Private,195602.0,Bachelors,13.0,,Sales,,,Male,0.0,,45.0,,1.0
,Self-emp-not-inc,,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,,0.0,60.0,United-States,1.0
,Private,,HS-grad,9.0,Divorced,Other-service,,Black,Female,0.0,0.0,,United-States,0.0
48.0,Private,,HS-grad,9.0,Divorced,Craft-repair,Unmarried,,,0.0,0.0,40.0,,
43.0,,188291.0,,15.0,Married-civ-spouse,Prof-specialty,,White,Male,,,45.0,United-States,1.0
,Self-emp-not-inc,163948.0,,9.0,Married-civ-spouse,Transport-moving,,White,Male,0.0,0.0,40.0,,1.0
63.0,Private,64544.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,,Male,,0.0,40.0,,1.0
,Private,,HS-grad,9.0,,Craft-repair,,White,,,0.0,40.0,,1.0
,Private,107882.0,Bachelors,13.0,Never-married,Exec-managerial,,White,Female,0.0,,35.0,United-States,0.0
,Self-emp-not-inc,182691.0,,9.0,,Other-service,,,Male,0.0,0.0,,United-States,
27.0,,203776.0,Assoc-acdm,,Married-civ-spouse,Exec-managerial,Husband,White,,0.0,0.0,55.0,,0.0
22.0,Private,201268.0,,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,,0.0
44.0,Private,29762.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,,68.0,United-States,
